"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL1450486";"THIPHENAMIL";"TIFENAMIL|TIFENAMILO";"";"2.0";"";"";"1962";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1";"InChI=1S/C20H25NOS/c1-3-21(4-2)15-16-23-20(22)19(17-11-7-5-8-12-17)18-13-9-6-10-14-18/h5-14,19H,3-4,15-16H2,1-2H3";"False";"0"
"CHEMBL356301";"LOTRAFIBAN";"LOTRAFIBAN|SB-214857";"SB-214857";"2.0";"";"'-fiban'";"1997";"fibrinogen receptor antagonists (glycoprotein IIb/IIIa receptor antagonists)";"'-fiban(-fiban)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O";"InChI=1S/C23H32N4O4/c1-26-14-18-12-17(2-3-19(18)25-20(23(26)31)13-21(28)29)22(30)27-10-6-16(7-11-27)15-4-8-24-9-5-15/h2-3,12,15-16,20,24-25H,4-11,13-14H2,1H3,(H,28,29)/t20-/m0/s1";"False";"0"
"CHEMBL3306902";"APALCILLIN";"APALCILINA|APALCILLIN|APALCILLINE";"";"2.0";"";"'-cillin'";"1986";"penicillins";"'-cillin(-cillin)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3cnc4cccnc4c3O)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"InChI=1S/C25H23N5O6S/c1-25(2)19(24(35)36)30-22(34)17(23(30)37-25)29-21(33)15(12-7-4-3-5-8-12)28-20(32)13-11-27-14-9-6-10-26-16(14)18(13)31/h3-11,15,17,19,23H,1-2H3,(H,27,31)(H,28,32)(H,29,33)(H,35,36)/t15-,17-,19+,23-/m1/s1";"False";"0"
"CHEMBL2110688";"FEZOLAMINE";"FEZOLAMINA|FEZOLAMINE";"";"2.0";"";"";"1984";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(C)CCCn1cc(-c2ccccc2)c(-c2ccccc2)n1";"InChI=1S/C20H23N3/c1-22(2)14-9-15-23-16-19(17-10-5-3-6-11-17)20(21-23)18-12-7-4-8-13-18/h3-8,10-13,16H,9,14-15H2,1-2H3";"False";"0"
"CHEMBL2103776";"BELFOSDIL";"BELFOSDIL|BMY-21891|SR-7037";"BMY-21891|SR-7037";"2.0";"";"'-dil; -fos-'";"1990";"vasodilators (undefined group); phosphoro-derivatives";"'-dil(-dil); -fos-(-fos-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCOP(=O)(CC(CCOc1ccccc1)CP(=O)(OCCCC)OCCCC)OCCCC";"InChI=1S/C27H50O7P2/c1-5-9-19-31-35(28,32-20-10-6-2)24-26(18-23-30-27-16-14-13-15-17-27)25-36(29,33-21-11-7-3)34-22-12-8-4/h13-17,26H,5-12,18-25H2,1-4H3";"False";"0"
"CHEMBL2107625";"BENAFENTRINE";"AH-21-132|AH21-132|BENAFENTRINA|BENAFENTRINE|BENZAFENTRINE";"AH-21-132|AH21-132";"2.0";"";"'-fentrine'";"";"phosphodiesterase inhibitor";"'-fentrine(-fentrine)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COc1cc2c(cc1OC)[C@@H]1CN(C)CC[C@@H]1N=C2c1ccc(NC(C)=O)cc1";"InChI=1S/C23H27N3O3/c1-14(27)24-16-7-5-15(6-8-16)23-18-12-22(29-4)21(28-3)11-17(18)19-13-26(2)10-9-20(19)25-23/h5-8,11-12,19-20H,9-10,13H2,1-4H3,(H,24,27)/t19-,20-/m0/s1";"False";"0"
"CHEMBL2106994";"PUMAFENTRINE";"BY-343|BY343|BYK-33043|PUMAFENTRIN|PUMAFENTRINA|PUMAFENTRINE";"BY-343|BY343|BYK-33043";"2.0";"";"'-fentrine'";"";"phosphodiesterase inhibitor";"'-fentrine(-fentrine)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCOc1cc2c(cc1OC)C(c1ccc(C(=O)N(C(C)C)C(C)C)cc1)=N[C@@H]1CCN(C)C[C@H]21";"InChI=1S/C29H39N3O3/c1-8-35-27-15-22-23(16-26(27)34-7)28(30-25-13-14-31(6)17-24(22)25)20-9-11-21(12-10-20)29(33)32(18(2)3)19(4)5/h9-12,15-16,18-19,24-25H,8,13-14,17H2,1-7H3/t24-,25-/m1/s1";"False";"0"
"CHEMBL91688";"DECIMEMIDE";"DECIMEMIDA|DECIMEMIDE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC";"InChI=1S/C19H31NO4/c1-4-5-6-7-8-9-10-11-12-24-18-16(22-2)13-15(19(20)21)14-17(18)23-3/h13-14H,4-12H2,1-3H3,(H2,20,21)";"False";"0"
"CHEMBL2105450";"OXYCLOZANIDE";"DIPLIN|ICI 46683|ICI-46683|OXICLOZANIDA|OXYCLOZANIDE|ZANIL|ZANILOX";"ICI 46683|ICI-46683";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl";"InChI=1S/C13H6Cl5NO3/c14-4-1-6(16)11(20)8(2-4)19-13(22)9-10(18)5(15)3-7(17)12(9)21/h1-3,20-21H,(H,19,22)";"False";"0"
"CHEMBL145347";"LASALOCID";"LASALOCID|LASALOCID A|LASALOCIDE|LASALOCIDO|NSC-243048|RO 2-2985|RO-2-2985|RO-22985";"NSC-243048|RO 2-2985|RO-2-2985|RO-22985";"2.0";"";"'-sal-'";"1973";"anti-inflammatory agents (salicylic acid derivatives)";"'-sal-(-sal-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C";"InChI=1S/C34H54O8/c1-9-25(31-21(6)18-34(11-3,42-31)26-16-17-33(40,10-2)23(8)41-26)30(37)22(7)28(35)19(4)12-14-24-15-13-20(5)29(36)27(24)32(38)39/h13,15,19,21-23,25-26,28,31,35-36,40H,9-12,14,16-18H2,1-8H3,(H,38,39)/t19-,21+,22+,23+,25+,26-,28+,31+,33-,34+/m1/s1";"False";"0"
"CHEMBL187829";"LEVEMOPAMIL";"EMOPAMIL, (S)-|LEVEMOPAMIL|LEVEMOPAMILO";"";"2.0";"";"'-pamil'";"";"coronary vasodilators (verapamil type)";"'-pamil(-pamil)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)[C@@](C#N)(CCCN(C)CCc1ccccc1)c1ccccc1";"InChI=1S/C23H30N2/c1-20(2)23(19-24,22-13-8-5-9-14-22)16-10-17-25(3)18-15-21-11-6-4-7-12-21/h4-9,11-14,20H,10,15-18H2,1-3H3/t23-/m0/s1";"False";"0"
"CHEMBL2107394";"FLAVODIC ACID";"ACIDE FLAVODIQUE|ACIDO FLAVODICO|FLAVODIC ACID";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)COc1cc(OCC(=O)O)c2c(=O)cc(-c3ccccc3)oc2c1";"InChI=1S/C19H14O8/c20-13-8-14(11-4-2-1-3-5-11)27-16-7-12(25-9-17(21)22)6-15(19(13)16)26-10-18(23)24/h1-8H,9-10H2,(H,21,22)(H,23,24)";"False";"0"
"CHEMBL1550879";"MECETRONIUM";"CETYL ETHYLDIMONIUM|CETYL ETHYLDIMONIUM CATION|CETYL ETHYLDIMONIUM ION|CETYLDIMETHYLETHYLAMMONIUM CATION|CETYLDIMETHYLETHYLAMMONIUM ION|MECETRONIUM CATION|MECETRONIUM ION";"";"2.0";"";"'-ium; -onium'";"1984";"quaternary ammonium derivatives; quaternary ammonium derivatives";"'-ium(-ium); -onium(-onium)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCCCCCCCCC[N+](C)(C)CC";"InChI=1S/C20H44N/c1-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(3,4)6-2/h5-20H2,1-4H3/q+1";"False";"0"
"CHEMBL35802";"PENTAQUINE";"PENTAQUINA|PENTAQUINE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1cc(NCCCCCNC(C)C)c2ncccc2c1";"InChI=1S/C18H27N3O/c1-14(2)19-9-5-4-6-10-20-17-13-16(22-3)12-15-8-7-11-21-18(15)17/h7-8,11-14,19-20H,4-6,9-10H2,1-3H3";"False";"0"
"CHEMBL1823518";"RABACFOSADINE";"GS-9219|RABACFOSADINA|RABACFOSADINE|VDC-1101";"GS-9219|VDC-1101";"2.0";"";"'-fos-'";"2014";"phosphoro-derivatives";"'-fos-(-fos-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"0";"0";"0";"Unknown";"CCOC(=O)[C@H](C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)N[C@@H](C)C(=O)OCC";"InChI=1S/C21H35N8O6P/c1-5-34-19(30)13(3)27-36(32,28-14(4)20(31)35-6-2)12-33-10-9-29-11-23-16-17(24-15-7-8-15)25-21(22)26-18(16)29/h11,13-15H,5-10,12H2,1-4H3,(H2,27,28,32)(H3,22,24,25,26)/t13-,14-/m0/s1";"False";"0"
"CHEMBL88240";"ALNIDITAN";"ALNIDITAN|ALNITIDAN";"";"2.0";"";"'-ditan'";"1997";"antimigraine, serotonin 5-HT1 receptor agonists";"'-ditan(-ditan)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"c1ccc2c(c1)CC[C@H](CNCCCNC1=NCCCN1)O2";"InChI=1S/C17H26N4O/c1-2-6-16-14(5-1)7-8-15(22-16)13-18-9-3-10-19-17-20-11-4-12-21-17/h1-2,5-6,15,18H,3-4,7-13H2,(H2,19,20,21)/t15-/m1/s1";"False";"0"
"CHEMBL2110698";"ORCONAZOLE";"ORCONAZOL|ORCONAZOLE";"";"2.0";"";"'-conazole'";"1978";"systemic antifungals (miconazole type)";"'-conazole(-conazole)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)cc1";"InChI=1S/C18H15Cl3N2O/c19-14-6-4-13(5-7-14)18(10-23-9-8-22-12-23)24-11-15-16(20)2-1-3-17(15)21/h1-9,12,18H,10-11H2";"False";"0"
"CHEMBL101740";"CIDOXEPIN";"CIDOXEPIN|CIDOXEPINA|CIDOXEPINE|DOXEPIN TRANS-FORM HYDROCHLORIDE|DOXEPIN, (Z)-";"";"2.0";"";"'-pin'";"1967";"tricyclic compounds";"'-pin(-pin)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(C)CC/C=C1/c2ccccc2COc2ccccc21";"InChI=1S/C19H21NO/c1-20(2)13-7-11-17-16-9-4-3-8-15(16)14-21-19-12-6-5-10-18(17)19/h3-6,8-12H,7,13-14H2,1-2H3/b17-11-";"False";"0"
"CHEMBL3990514";"LEVOXADROL";"LEVOXADROL";"";"2.0";"";"";"1962";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"c1ccc(C2(c3ccccc3)OC[C@@H]([C@H]3CCCCN3)O2)cc1";"InChI=1S/C20H23NO2/c1-3-9-16(10-4-1)20(17-11-5-2-6-12-17)22-15-19(23-20)18-13-7-8-14-21-18/h1-6,9-12,18-19,21H,7-8,13-15H2/t18-,19+/m1/s1";"False";"0"
"CHEMBL2105453";"PERISOXAL";"DL-PERISOXAL|PERISOXAL";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"OC(CN1CCCCC1)c1cc(-c2ccccc2)on1";"InChI=1S/C16H20N2O2/c19-15(12-18-9-5-2-6-10-18)14-11-16(20-17-14)13-7-3-1-4-8-13/h1,3-4,7-8,11,15,19H,2,5-6,9-10,12H2";"False";"0"
"CHEMBL1765294";"FLUPAROXAN";"(-)-FLUPAROXAN|(3AS,9AS)-FLUPAROXAN|FLUPAROXAN|FLUPAROXAN, (-)-";"";"2.0";"";"'-oxan'";"1989";"alpha-adrenoceptor antagonists (benzodioxane derivatives)";"'-oxan(-oxan)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Fc1cccc2c1O[C@H]1CNC[C@@H]1O2";"InChI=1S/C10H10FNO2/c11-6-2-1-3-7-10(6)14-9-5-12-4-8(9)13-7/h1-3,8-9,12H,4-5H2/t8-,9-/m0/s1";"False";"0"
"CHEMBL156885";"CETAMOLOL";"CETAMOLOL";"";"2.0";"";"'-olol'";"1981";"beta-blockers (propranolol type)";"'-olol(-olol)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CNC(=O)COc1ccccc1OCC(O)CNC(C)(C)C";"InChI=1S/C16H26N2O4/c1-16(2,3)18-9-12(19)10-21-13-7-5-6-8-14(13)22-11-15(20)17-4/h5-8,12,18-19H,9-11H2,1-4H3,(H,17,20)";"False";"0"
"CHEMBL329901";"AMOLANONE";"AMETHONE|AMOLANON|AMOLANONA|AMOLANONE|AP-43";"AP-43";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCC1(c2ccccc2)C(=O)Oc2ccccc21";"InChI=1S/C20H23NO2/c1-3-21(4-2)15-14-20(16-10-6-5-7-11-16)17-12-8-9-13-18(17)23-19(20)22/h5-13H,3-4,14-15H2,1-2H3";"False";"0"
"CHEMBL1534653";"HEXADECYLAMINE";"HEXADECYLAMINE";"";"2.0";"";"";"1973";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCCCCCCCCCN";"InChI=1S/C16H35N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h2-17H2,1H3";"False";"0"
"CHEMBL452861";"LEVOPROPRANOLOL";"(-)-PROPRANOLOL|LEVOPROPRANOLOL|Propanolol";"";"2.0";"";"'-olol'";"";"beta-blockers (propranolol type)";"'-olol(-olol)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)NC[C@H](O)COc1cccc2ccccc12";"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3/t14-/m0/s1";"False";"0"
"CHEMBL1908333";"TILMICOSIN";"EL-870|EL870|LY-177370|LY177370|MICOTIL|NSC-759584|TILMICOSIN|TILMICOSINA|TILMICOSINE";"EL-870|EL870|LY-177370|LY177370|NSC-759584";"2.0";"";"";"1988";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC";"InChI=1S/C46H80N2O13/c1-13-36-33(24-57-46-44(56-12)43(55-11)40(53)31(8)59-46)19-25(2)14-15-34(49)28(5)20-32(16-17-48-22-26(3)18-27(4)23-48)42(29(6)35(50)21-37(51)60-36)61-45-41(54)38(47(9)10)39(52)30(7)58-45/h14-15,19,26-33,35-36,38-46,50,52-54H,13,16-18,20-24H2,1-12H3/b15-14+,25-19+/t26-,27+,28-,29+,30-,31-,32+,33-,35-,36-,38+,39-,40-,41-,42-,43-,44-,45+,46-/m1/s1";"False";"0"
"CHEMBL18772";"QUIPAZINE";"QUIPAZINA|QUIPAZINE";"";"2.0";"";"";"1966";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"c1ccc2nc(N3CCNCC3)ccc2c1";"InChI=1S/C13H15N3/c1-2-4-12-11(3-1)5-6-13(15-12)16-9-7-14-8-10-16/h1-6,14H,7-10H2";"False";"0"
"CHEMBL348763";"CLENTIAZEM";"CLENTIAZEM";"";"2.0";"";"'-tiazem'";"1989";"calcium channel blockers (diltiazem type)";"'-tiazem(-tiazem)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1";"InChI=1S/C22H25ClN2O4S/c1-14(26)29-20-21(15-5-8-17(28-4)9-6-15)30-19-13-16(23)7-10-18(19)25(22(20)27)12-11-24(2)3/h5-10,13,20-21H,11-12H2,1-4H3/t20-,21+/m1/s1";"False";"0"
"CHEMBL1509115";"TETRYDAMINE";"POLI 67|POLI-67|TETRIDAMINA|TETRIDAMINE|TETRYDAMINE";"POLI 67|POLI-67";"2.0";"";"";"1968";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CNc1c2c(nn1C)CCCC2";"InChI=1S/C9H15N3/c1-10-9-7-5-3-4-6-8(7)11-12(9)2/h10H,3-6H2,1-2H3";"False";"0"
"CHEMBL1079787";"TODRALAZINE";"BT-621 FREE BASE|CEPH|CEPH FREE BASE|NSC-757868|TODRALAZINA|TODRALAZINE";"BT-621 FREE BASE|CEPH|CEPH FREE BASE|NSC-757868";"2.0";"";"'-dralazine; -lazine'";"";"antihypertensives (hydrazine-phthalazines); antiarrhythmic/antianginal/antihypertensive agents, phthalazine like structure";"'-dralazine(-dralazine); -lazine(-lazine)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOC(=O)NNc1nncc2ccccc12";"InChI=1S/C11H12N4O2/c1-2-17-11(16)15-14-10-9-6-4-3-5-8(9)7-12-13-10/h3-7H,2H2,1H3,(H,13,14)(H,15,16)";"False";"0"
"CHEMBL76098";"XEMILOFIBAN";"SC-54684|SC54684|XEMILOFIBAN";"SC-54684|SC54684";"2.0";"";"'-fiban'";"1995";"fibrinogen receptor antagonists (glycoprotein IIb/IIIa receptor antagonists)";"'-fiban(-fiban)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C#C[C@H](CC(=O)OCC)NC(=O)CCC(=O)Nc1ccc(C(=N)N)cc1";"InChI=1S/C18H22N4O4/c1-3-13(11-17(25)26-4-2)21-15(23)9-10-16(24)22-14-7-5-12(6-8-14)18(19)20/h1,5-8,13H,4,9-11H2,2H3,(H3,19,20)(H,21,23)(H,22,24)/t13-/m1/s1";"False";"0"
"CHEMBL2009105";"FOSQUIDONE";"FOSQUIDONA|FOSQUIDONE|GR 63178K|GR-63178K";"GR 63178K|GR-63178K";"2.0";"";"'fos-'";"1990";"phosphoro-derivatives";"'fos-(fos-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC1c2ccccc2Cn2cc3c(c21)C(=O)c1cccc(OP(=O)(O)OCc2ccccc2)c1C3=O";"InChI=1S/C28H22NO6P/c1-17-20-11-6-5-10-19(20)14-29-15-22-25(26(17)29)27(30)21-12-7-13-23(24(21)28(22)31)35-36(32,33)34-16-18-8-3-2-4-9-18/h2-13,15,17H,14,16H2,1H3,(H,32,33)";"False";"0"
"CHEMBL1908354";"CEFCANEL";"CEFCANEL";"";"2.0";"";"'cef-'";"";"cephalosporins";"'cef-(cef-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1";"InChI=1S/C19H18N4O5S3/c1-9-21-22-19(31-9)30-8-11-7-29-17-12(16(26)23(17)13(11)18(27)28)20-15(25)14(24)10-5-3-2-4-6-10/h2-6,12,14,17,24H,7-8H2,1H3,(H,20,25)(H,27,28)/t12-,14-,17-/m1/s1";"False";"0"
"CHEMBL150303";"NORTOPIXANTRONE";"BBR-3438|BBR3438|NORTOPIXANTRONA|NORTOPIXANTRONE";"BBR-3438|BBR3438";"2.0";"";"'-antrone'";"";"antineoplastics, anthraquinone derivatives";"'-antrone(-antrone)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CNCCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13";"InChI=1S/C20H24N6O2/c1-21-6-7-24-15-2-3-16-18-17(15)20(28)13-4-5-23-12-14(13)19(18)25-26(16)10-8-22-9-11-27/h2-5,12,21-22,24,27H,6-11H2,1H3";"False";"0"
"CHEMBL25146";"AMFENAC";"AMFENAC|AMFENACO|NSC-309467";"NSC-309467";"2.0";"";"'-ac'";"1977";"anti-inflammatory agents (acetic acid derivatives)";"'-ac(-ac)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1";"InChI=1S/C15H13NO3/c16-14-11(9-13(17)18)7-4-8-12(14)15(19)10-5-2-1-3-6-10/h1-8H,9,16H2,(H,17,18)";"False";"0"
"CHEMBL122351";"ADITEREN";"ADITEREN|ADITERENE|ADITERENO";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N";"InChI=1S/C13H17N5O2/c1-19-9-4-7(5-10(20-2)11(9)14)3-8-6-17-13(16)18-12(8)15/h4-6H,3,14H2,1-2H3,(H4,15,16,17,18)";"False";"0"
"CHEMBL2110680";"ISOMAZOLE";"ISOMAZOL|ISOMAZOLE";"";"2.0";"";"";"1986";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COc1cc([S+](C)[O-])ccc1-c1nc2cnccc2[nH]1";"InChI=1S/C14H13N3O2S/c1-19-13-7-9(20(2)18)3-4-10(13)14-16-11-5-6-15-8-12(11)17-14/h3-8H,1-2H3,(H,16,17)";"False";"0"
"CHEMBL578063";"ALAZANINE";"";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21";"InChI=1S/C21H21N2S2/c1-3-22-16-10-5-7-12-18(16)24-20(22)14-9-15-21-23(4-2)17-11-6-8-13-19(17)25-21/h5-15H,3-4H2,1-2H3/q+1";"False";"0"
"CHEMBL289093";"BUTOXAMINE";"BUTAXAMINA|BUTAXAMINE";"";"2.0";"";"";"1965";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(OC)c(C(O)C(C)NC(C)(C)C)c1";"InChI=1S/C15H25NO3/c1-10(16-15(2,3)4)14(17)12-9-11(18-5)7-8-13(12)19-6/h7-10,14,16-17H,1-6H3";"False";"0"
"CHEMBL290507";"ENVIRADENE";"ENVIRADENE|ENVIRADENO|LY 127123|LY-127123|LY127123";"LY 127123|LY-127123|LY127123";"2.0";"";"'-vir-'";"1983";"antivirals";"'-vir-(-vir-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C/C=C(\c1ccccc1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1";"InChI=1S/C19H21N3O2S/c1-4-16(14-8-6-5-7-9-14)15-10-11-17-18(12-15)22(19(20)21-17)25(23,24)13(2)3/h4-13H,1-3H3,(H2,20,21)/b16-4+";"False";"0"
"CHEMBL7467";"FLESTOLOL";"FLESTOLOL";"";"2.0";"";"'-olol'";"1985";"beta-blockers (propranolol type)";"'-olol(-olol)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)(CNC(N)=O)NCC(O)COC(=O)c1ccccc1F";"InChI=1S/C15H22FN3O4/c1-15(2,9-18-14(17)22)19-7-10(20)8-23-13(21)11-5-3-4-6-12(11)16/h3-6,10,19-20H,7-9H2,1-2H3,(H3,17,18,22)";"False";"0"
